t1A	t1B	t1C	t2A	t2B	t2C	t3A	t3B	t3C	t4A	t4B	t4C	t5A	t5B	t5C	t6A	t6B	t6C	t7A	t7B	t7C	t8A	t8B	t8C	Unique_peptides
Ga0196617_10001680	1.2804E+07	6168200	3510100	1.3147E+07	1.7035E+07	8477400	1.6226E+07	2.14E+07	1.9355E+07	2.512E+07	3.2013E+07	4.0059E+07	6.4097E+07	4.1438E+07	3.7335E+07	4.1463E+07	4.2112E+07	4.6793E+07	4.8995E+07	3.1672E+07	5.3017E+07	7.758E+07	7.7757E+07	5.7426E+07	11
Ga0196617_10001681	6635800	0	0	9339100	3007800	4502000	0	0	0	0	0	4298200	0	0	0	0	0	0	0	0	0	0	0	0	6
Ga0196617_10001682	2.9825E+07	2.4645E+07	1.292E+07	3.616E+07	3.4289E+07	2.9445E+07	5.1222E+07	5.2677E+07	4.3758E+07	5.8328E+07	4.0221E+07	5.3958E+07	9.9643E+07	8.1983E+07	7.5295E+07	6.2756E+07	6.902E+07	8.9521E+07	5.6903E+07	8.9245E+07	5.1923E+07	8.5229E+07	7.6889E+07	7.3616E+07	16
Ga0196617_10001684	6334600	1.3361E+07	2753400	4136600	2519200	1.1183E+07	6729100	1.0889E+07	2.9867E+07	3.0484E+07	1.4806E+07	8230400	3.8009E+07	2.91E+07	4.5092E+07	3.3411E+07	4.5708E+07	7.6592E+07	5.9709E+07	8.0659E+07	4.5571E+07	4.4333E+07	5.7378E+07	4.8658E+07	25
Ga0196617_10001685	0	0	1321900	0	0	0	0	1.0195E+07	286460	0	1822000	1949600	0	0	0	0	962680	0	0	0	0	0	0	0	2
Ga0196617_10001687	3.335E+07	2.24E+07	1.7821E+07	5.0444E+07	4.575E+07	3.4063E+07	5.1287E+07	4.8186E+07	6.3491E+07	3.9055E+07	4.7323E+07	5.099E+07	1.1759E+07	5959100	1.8401E+07	2322100	4180400	6704400	2077400	1727300	1137000	723330	466720	0	16
Ga0196617_10001689	9648900	1.0303E+07	3945100	2.5011E+07	1.0811E+07	1.5598E+07	1.8687E+07	2.9703E+07	4.0735E+07	1.5482E+07	1.7341E+07	1.3452E+07	4131000	4391600	1.7112E+07	1878900	3049200	3466900	1515500	1766400	1814700	1897900	5769600	0	18
Ga0196617_1000169	3024300	1668500	1685100	3553700	3159200	2158100	4764800	3234000	2503000	7552000	6478900	6457900	6177100	8261400	2585600	8390400	5153300	0	5951100	5057000	8555800	3263700	2665100	5414200	6
Ga0196617_10001690	3.6482E+07	2.1315E+07	6889300	8.3989E+07	7.253E+07	6.3695E+07	7.3846E+07	9.3389E+07	9.9762E+07	1.0311E+08	1.403E+08	1.0885E+08	1.1148E+08	1.1936E+08	1.6041E+08	2.4795E+07	3.0146E+07	2.0473E+07	1.4521E+07	1.9064E+07	1.7586E+07	4078800	2465100	4347100	13
Ga0196617_10001691	1.1646E+08	6.6308E+07	5.6735E+07	1.9162E+08	1.114E+08	1.3775E+08	1.803E+08	1.2803E+08	2.5852E+08	2.8742E+08	2.1622E+08	1.287E+08	1.8653E+08	1.8064E+08	3.7931E+08	2.0869E+08	1.4305E+08	1.594E+08	1.6422E+08	1.5962E+08	2.0899E+08	1.2059E+08	7.9282E+07	8.0729E+07	13
Ga0196617_10001692	2.3406E+08	1.3033E+08	4.617E+07	1.7268E+08	8.7767E+07	1.1052E+08	1.1174E+08	1.0037E+08	9.5421E+07	1.3085E+08	9.7091E+07	8.9466E+07	7.9322E+07	4.9893E+07	4.1789E+07	2.8916E+07	2.1666E+07	2.3787E+07	9051900	2.1351E+07	4039400	8967200	4945500	7903700	18
Ga0196617_10001693	1.4935E+07	1.8487E+07	7719000	1.8583E+07	1.9297E+07	1.9332E+07	5.8232E+07	5.318E+07	2.6648E+07	6.5398E+07	4.7968E+07	6.5022E+07	2.1387E+07	1.014E+07	1.1188E+07	1.2724E+07	1.6102E+07	9429500	1.0801E+07	7633800	6340900	1.3675E+07	5419100	1.683E+07	10
Ga0196617_10001695	2.3471E+07	1.703E+07	1.1443E+07	3.0568E+07	2.3472E+07	1.6549E+07	4.2115E+07	3.5491E+07	4.0997E+07	7.6447E+07	4.9489E+07	5.1575E+07	6.557E+07	4.0047E+07	4.7449E+07	3.7573E+07	4.1672E+07	3.0781E+07	2.3555E+07	2.4851E+07	1.7227E+07	1.1632E+07	4796500	3156200	32
Ga0196617_10001696	0	0	0	0	0	297670	0	0	275630	0	606210	0	0	0	0	1380700	310530	0	4262000	0	0	0	0	0	3
Ga0196617_10001697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4998800	0	0	0	0	0	0	0	2
Ga0196617_10001698	3189500	2724500	1874200	5694700	6987000	4850600	9124700	8160400	9314700	4348500	4560200	1.4964E+07	1.0768E+07	1.1042E+07	5109100	1.563E+07	6260400	902440	1.245E+07	1589200	1.0319E+07	1.8144E+07	6537000	1.1248E+07	10
Ga0196617_10001699	5240700	2305800	2488200	5535400	1813400	4338300	3874000	2032900	7829100	3899200	2588200	2916600	5163900	1.0025E+07	3667000	8333300	3671800	4744000	3723900	3179700	6689500	7711400	4234100	5525700	13
Ga0196617_1000171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802300	0	0	0	0	0	0	0	0	3
Ga0196617_10001710;Ga0196617_1036562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1686100	0	0	0	0	0	0	0	2
Ga0196617_100017101	1.7211E+07	2.3935E+07	2.3479E+07	2.4721E+07	3.041E+07	3.2579E+07	2.5281E+07	2.6956E+07	2.8001E+07	4.5188E+07	2.6254E+07	4.384E+07	1.8087E+07	1.4135E+07	1.0093E+07	2.8384E+07	2.4054E+07	2.1989E+07	2.3174E+07	2.0193E+07	7.3204E+07	2.339E+07	1.4307E+07	1.6857E+07	25
Ga0196617_100017105	4912400	4411100	5798600	8173700	7783300	7575800	1.112E+07	7985400	7947700	6737900	5372500	1.1399E+07	8851500	7252500	5670100	8436800	8048800	1.0565E+07	6830300	1917400	9973500	6418800	6915700	1.0104E+07	13
Ga0196617_100017107	3.1083E+07	1.1056E+08	4.1951E+07	3.5426E+07	7.7298E+07	7.9121E+07	1.4622E+08	0	2.4403E+07	2.3202E+08	6.9197E+07	5.4526E+07	3.4794E+07	0	2.3922E+07	1.6083E+08	5.5077E+07	0	1.5624E+08	0	1.0664E+08	0	0	0	2
Ga0196617_100017108	1183000	943620	1434700	998230	832980	1154000	748060	560300	1012600	625220	841990	911910	918350	849690	0	711760	991990	2120800	796860	0	1029400	828680	536030	742840	4
Ga0196617_100017109	3882900	2698200	3922300	3320500	6773600	4239400	6027800	2393700	1358400	2741400	3527900	3461900	900510	0	1212800	1540200	2255400	1672900	1254000	1262000	1917700	1321800	1037300	801950	6
Ga0196617_10001711	6565000	4472000	7777000	7779500	9557500	5740600	6682500	0	0	5388900	0	2.4462E+07	0	0	4879500	0	0	7855600	4522000	5993200	6065300	0	0	0	3
Ga0196617_100017111	1381700	1997700	6684400	6211700	0	2964700	6182600	4178400	4554300	2889300	2240600	0	0	2742300	0	9361900	3775400	4656500	2057200	6702400	3008100	4748600	0	0	9
Ga0196617_10001712	1.3892E+07	8424100	1.8393E+07	7139200	1.9781E+07	9395100	1.3876E+07	7494000	1.4826E+07	1.4134E+07	8263100	1.4713E+07	8629900	1.0116E+07	2689500	1.2934E+07	9854400	6352800	5621300	3411000	1.3586E+07	7253100	3377300	6392300	19
Ga0196617_100017121	7623000	1.075E+07	7257500	1.6852E+07	2.5672E+07	1.2542E+07	1.5338E+07	2.2978E+07	2.0187E+07	1.2098E+07	1.3726E+07	1.7846E+07	1.244E+07	7977300	7696900	8169500	7364200	1.3728E+07	8377200	9627000	1.1869E+07	2.7512E+07	0	1.5836E+07	7
Ga0196617_100017123	4877300	8048100	7449600	1.3058E+07	2.1531E+07	1.6317E+07	9981500	1.3921E+07	6055400	8996900	4397100	8604600	1.4879E+07	1.0881E+07	5220200	7251500	4702300	7011600	5459100	2253100	1.1208E+07	8747300	8535200	6336700	10
Ga0196617_100017124	7963800	5201000	8170000	1.1967E+07	1.6355E+07	1.3938E+07	5570900	5093000	4572800	5078300	2551300	2393300	0	0	0	3284900	1087700	5925900	3064800	1660900	1525400	3935700	2642200	2926100	13
Ga0196617_100017125	0	0	653760	624460	1957700	1219900	394190	454520	535170	0	0	0	0	569680	0	559890	0	0	0	0	0	0	0	0	4
Ga0196617_100017126	0	2437100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Ga0196617_100017127	4537800	4684100	5491600	5543200	6896900	1.041E+07	6519200	6009000	4408400	5059800	4383200	8128800	5462900	4699200	4540000	4603700	4461400	5384100	4501500	4087900	1.1647E+07	7581000	6225500	1.1205E+07	12
Ga0196617_10001713	7.5044E+08	7.8893E+08	9.0296E+08	6.8937E+08	1.2339E+09	8.4779E+08	1.1537E+09	7.6566E+08	9.1524E+08	9.7196E+08	5.92E+08	1.1614E+09	4.6128E+08	4.4937E+08	3.9533E+08	8.0395E+08	5.5545E+08	4.5556E+08	5.9714E+08	4.3486E+08	1.4075E+09	7.0284E+08	4.1891E+08	5.504E+08	59
Ga0196617_100017131	0	1753700	3541100	5458100	2909600	4349300	1898500	2219300	2609100	1665500	1517000	2531600	1455100	2351100	0	3010100	2328400	0	2131200	0	3192600	1756000	0	1206800	7
Ga0196617_100017132	0	0	0	951440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_100017133	1.0988E+07	2.4745E+07	5.0156E+07	3.524E+07	4.4016E+07	3.6437E+07	3.8248E+07	4.2084E+07	2.7502E+07	3.0528E+07	2.8908E+07	3.7057E+07	3.0642E+07	1.4857E+07	1.0976E+07	2.5183E+07	1.9134E+07	3.6911E+07	1.7292E+07	2.4047E+07	3.3658E+07	3.1521E+07	2.4307E+07	1.9546E+07	33
Ga0196617_100017134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381170	0	0	0	0	0	0	0	0	1
Ga0196617_100017135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437500	0	0	0	0	0	0	0	0	3
Ga0196617_100017136	1.0732E+07	9330600	1.3371E+07	1.693E+07	1.1441E+07	1.9621E+07	6999400	1.135E+07	4516500	6755500	6907100	9382800	3567700	4212600	2672200	7120400	4028800	4554100	7863200	3334700	1.0421E+07	5554900	2605300	3938400	9
Ga0196617_100017137	1.1809E+07	1.4292E+07	2.0899E+07	2.2546E+07	3.3019E+07	3.3486E+07	4.9055E+07	4.0988E+07	3.4493E+07	3.3505E+07	2.8192E+07	5.5581E+07	1.6493E+07	3.9562E+07	1.3532E+07	2.6985E+07	3.0799E+07	2.4235E+07	2.6355E+07	2.7582E+07	4.9169E+07	4.4757E+07	2.3749E+07	3.1359E+07	20
Ga0196617_100017138	1826800	8343000	9056000	5952100	9297800	1948800	2.1301E+07	2.538E+07	1.751E+07	5.3169E+07	3.6071E+07	2.3608E+07	8.0597E+07	5.9626E+07	4.121E+07	9.0037E+07	1.7329E+07	9.6872E+07	1.3638E+08	6.9444E+07	1.0718E+08	1.2016E+08	1.1722E+08	6.2951E+07	22
Ga0196617_100017140	1.3118E+07	5363800	3774100	3534300	4102400	0	3308400	0	7196500	2351900	0	2886100	0	0	0	1973100	2218500	1676700	0	0	0	0	0	0	4
Ga0196617_100017148	0	834940	0	2878700	0	0	0	0	1120600	1727100	3258200	1348900	0	0	0	1084800	910570	1604500	1044900	0	1389600	0	0	0	8
Ga0196617_100017149	8013000	5641200	1.4001E+07	1.1317E+07	1.3344E+07	8641000	7595400	4717900	4742500	9043100	5535400	9836500	2539100	3901800	3254900	9231700	4458800	4799100	6898600	3985900	1.3838E+07	7666700	2822200	4811600	21
Ga0196617_10001715	1.6196E+07	1.9892E+07	1.9375E+07	3.0518E+07	2.5128E+07	2.6352E+07	1.2085E+07	2.4656E+07	1.7928E+07	1.5268E+07	1.4843E+07	2.1285E+07	2.4761E+07	2.6952E+07	1.7865E+07	5.5754E+07	3.5116E+07	2.9524E+07	3.5153E+07	9348300	2.2387E+07	1.8652E+07	1.4988E+07	1.2357E+07	16
Ga0196617_100017150	1.0894E+07	4370300	3798000	2613100	5905900	6199200	1922500	1861600	2165600	5625500	2114300	3783700	2067200	1619600	881360	8097600	2677100	2640100	2733400	2320700	1218200	2052800	0	0	6
Ga0196617_100017151	0	934240	1107500	797870	1428400	2793400	1694800	1539500	1191400	1228400	0	0	0	0	0	0	0	0	1268300	0	1139900	0	0	0	8
Ga0196617_100017154	0	0	0	0	0	0	0	0	0	0	0	4978500	0	0	0	0	4485200	0	0	0	0	0	0	0	4
Ga0196617_100017156	0	0	0	0	0	0	533040	0	0	0	0	569910	0	0	0	545050	672270	0	0	0	543910	0	0	0	2
Ga0196617_10001716	2.987E+07	4.9004E+07	4.5569E+07	3.8553E+07	5.0499E+07	4.1676E+07	3.6182E+07	2.8661E+07	3.6276E+07	5.7875E+07	6.1851E+07	6.4285E+07	5.4266E+07	3.3061E+07	3.2596E+07	9.6538E+07	3.3655E+07	7.0251E+07	7.9843E+07	5.5023E+07	7.4112E+07	3.4532E+07	2.9894E+07	3.8642E+07	50
Ga0196617_100017161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2472400	0	0	0	5
Ga0196617_100017162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4046E+07	0	0	0	0	0	0	7
Ga0196617_100017164	4116900	3749200	8161000	2813100	1.0334E+07	3991400	6500900	3885800	3300900	3753600	2993100	5981900	4603500	5003300	3658400	2801500	3115700	2936500	2040500	2603300	2804500	3119900	2069200	6483200	18
Ga0196617_10001717	5239800	6190600	7129700	3999900	1704600	6168900	5420100	2604700	4212300	5648300	2373300	5371800	0	1471800	1071400	2817700	1883100	2053400	2257500	2796100	3187600	1980800	1265300	2972500	8
Ga0196617_10001718	1.3252E+08	1.1639E+08	1.4976E+08	1.5542E+08	1.6371E+08	2.1644E+08	2.0447E+08	1.6954E+08	1.2846E+08	1.5425E+08	1.0586E+08	1.8101E+08	1.1792E+08	1.238E+08	6.5347E+07	1.4198E+08	1.5587E+08	5.4445E+07	1.4662E+08	6.7475E+07	1.1718E+08	1.378E+08	1.1111E+08	1.4036E+08	13
Ga0196617_10001719	5014200	2649600	5177700	3175000	5109500	3912500	4864800	2950800	2218900	4140100	1975600	5399600	3366500	2816800	2807000	3126200	2511800	2905500	3042800	2962000	4446900	2759100	3514300	0	7
Ga0196617_10001720	2414900	3309100	3167000	4471200	3726600	4629100	2468800	4045900	3868600	3233500	2944100	3340700	3697100	3165700	2167400	4695800	2961300	3726800	3118000	4272100	5614200	4327400	4011500	3829400	9
Ga0196617_10001721	1.7558E+07	1.788E+07	4.7089E+07	2.4758E+07	2.4745E+07	2.5798E+07	3.3114E+07	2.2406E+07	1.4413E+07	3.9181E+07	2.1319E+07	2.5897E+07	2.7459E+07	3.1728E+07	1.4477E+07	2.8747E+07	2.5079E+07	1.0659E+07	3.9612E+07	2.1307E+07	4.9468E+07	3.6966E+07	2.7349E+07	3.0953E+07	10
Ga0196617_10001722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989800	0	0	0	0	0	0	2
Ga0196617_10001724	732290	882560	1195500	929070	1163300	1152400	867790	901570	1061300	526130	914490	1467500	0	1102000	923160	1085400	0	764520	1230900	0	0	779080	866280	929210	6
Ga0196617_10001725	3562300	3119400	2648200	0	4560700	0	5097300	3266300	3203500	3392500	4136000	4762800	0	3680400	3940500	4662000	3006700	4574900	5278900	4230100	4586500	4153400	5043300	4120400	8
Ga0196617_10001728	8625800	5026200	4928600	2.3817E+07	2.4546E+07	1.905E+07	3.614E+07	1.3656E+07	2.5101E+07	4056100	2249300	9922000	5071400	8174500	2973500	2391800	1718100	885370	2970600	1016200	2220800	2603800	1897400	3383400	6
Ga0196617_10001729	7481500	1.17E+07	2.6656E+07	1.9392E+07	2.4681E+07	1.849E+07	1.7924E+07	6547600	1.1383E+07	1.6625E+07	5157700	3942400	5356700	2938300	6161100	1.3467E+07	3080800	4580900	6197900	5599400	1.4759E+07	4957500	3263500	4233200	10
Ga0196617_10001733	6743000	7880400	8483900	5865100	5027100	5784800	5627700	7245100	7093800	8073500	9006700	4716300	1.1937E+07	9161100	7812200	1.3052E+07	1.0595E+07	1.3687E+07	9682300	4849100	1.156E+07	8334700	5675400	4299400	9
Ga0196617_10001735	0	0	0	0	0	0	0	0	0	0	0	0	1531100	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_10001737	0	0	0	2699100	2188100	2399000	3222400	2255800	1786600	0	0	0	0	881830	958520	0	0	0	0	4187000	0	1078500	0	0	3
Ga0196617_10001738	4.7198E+07	2.6091E+07	5.1132E+07	4.7044E+07	7.9568E+07	6.2166E+07	2.3228E+07	1.9321E+07	1.325E+07	2.4662E+07	2.3194E+07	2.7977E+07	1.5794E+07	2.4275E+07	1.0851E+07	4.5838E+07	2.7057E+07	2.5073E+07	3.0912E+07	1.369E+07	2.3202E+07	2423400	2.2474E+07	3.3867E+07	5
Ga0196617_10001741	1834800	1462300	3747800	3950400	4683500	3891200	1.2053E+07	7568200	5460200	1514500	961630	1709600	5093600	4171900	3240700	4505500	1425600	3466400	1147400	1027200	1079900	4189900	5170200	3469900	8
Ga0196617_10001752	4.5203E+07	3.0322E+07	6.9482E+07	3.6491E+07	5.4343E+07	5.6816E+07	4.2497E+07	3.7795E+07	2.3478E+07	2.9592E+07	9254400	2.0784E+07	3.0343E+07	4.1143E+07	2.0317E+07	5.2013E+07	1.1084E+07	1.723E+07	3.6129E+07	1.8986E+07	1.7232E+07	5.8354E+07	3.2844E+07	4.9588E+07	10
Ga0196617_10001753	3794700	2096800	5946800	2907400	1946500	2532200	2860000	2241600	1298400	3063600	1976500	2517200	3205800	2561500	2691300	5719500	2108400	2633400	1979400	1554000	3295200	2227800	2120900	2079600	6
Ga0196617_10001755	3983400	2427900	1827400	1694100	2761200	1752200	2877200	0	1122300	3453600	2735000	1257900	1509800	2192200	0	1391600	1280200	0	2351200	0	1590100	0	0	0	5
Ga0196617_10001758	5111400	3136700	2629800	3360000	1.3396E+07	9741300	3599600	2753000	2004200	2642600	4350800	3676200	2188200	2521200	2846100	4527700	1553700	1.1477E+07	1407200	3764300	1728600	2601100	3383100	3311000	7
Ga0196617_1000176	4290200	1.1543E+07	2.0656E+07	1.1435E+07	2.3198E+07	2.0819E+07	6588500	6714200	1.2666E+07	1.3393E+07	7468000	8556700	3821400	5288000	5168300	8994600	1.4213E+07	4415600	6324700	2280800	1.6274E+07	4941800	8365900	4300000	21
Ga0196617_10001763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603440	0	0	0	2
Ga0196617_10001768	1845000	708970	0	844790	1210900	0	1561700	926780	0	1358100	0	1275700	0	0	0	3411700	1012700	0	0	1186600	1057500	0	0	0	3
Ga0196617_10001769	0	860680	2356200	0	2980500	0	0	1172300	1278000	1286900	1254200	1170000	0	0	0	1110700	1146100	0	1027900	799860	0	0	0	0	4
Ga0196617_1000177	6202600	2.0616E+07	2.3705E+07	3.7271E+07	2.8015E+07	4.6153E+07	2.2687E+07	2.3786E+07	1.7149E+07	1.8557E+07	1.974E+07	1.6848E+07	1.4759E+07	8816100	1.2496E+07	1.4148E+07	1.0598E+07	1.8552E+07	2.2909E+07	2.3659E+07	2.3276E+07	2.115E+07	1.918E+07	1.1475E+07	35
Ga0196617_10001770	7.0489E+07	6.0615E+07	7.3795E+07	1.0089E+08	9.0634E+07	1.3131E+08	8.8971E+07	8.0608E+07	6.9105E+07	6.1225E+07	3.5447E+07	4.2214E+07	3.3314E+07	5.7983E+07	4.2825E+07	8.5381E+07	5.1044E+07	5.6403E+07	7.2418E+07	4.1005E+07	8.2822E+07	6.9163E+07	3.933E+07	4.8366E+07	26
Ga0196617_10001771	6512800	3738200	4062200	9565900	1.1984E+07	7505500	8149900	5517800	5363600	4086100	4397600	6435100	1.0881E+07	1.5118E+07	4748700	7245100	2903000	6427500	5877400	2901000	1.1176E+07	6924800	5495000	5127800	11
Ga0196617_10001772	5233100	4333900	8003000	1.217E+07	8412800	9632500	1977600	8534300	4634700	6747000	3419900	1.1598E+07	4131700	3288000	3916500	4025600	3489100	4283100	6221600	3463800	8457700	2874400	6277500	5298100	13
Ga0196617_10001773	1.3482E+07	2.4908E+07	3.06E+07	2.3451E+07	3.5909E+07	2.2815E+07	3.3518E+07	2.0313E+07	2.1381E+07	2.0465E+07	1.8158E+07	1.4619E+07	1.8087E+07	7819300	5571400	2.271E+07	1.338E+07	3.1367E+07	2.9645E+07	1.2967E+07	3.0604E+07	2.6793E+07	1.3461E+07	1.8525E+07	23
Ga0196617_10001774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792200	0	0	0	1
Ga0196617_10001775	1.3055E+07	1.0524E+07	1.5871E+07	1.7233E+07	2.0278E+07	2.494E+07	1.5816E+07	1.6583E+07	9432600	1.4996E+07	1.3076E+07	1.4487E+07	1.7133E+07	1.243E+07	7075700	1.7022E+07	1.1232E+07	1.023E+07	1.2261E+07	6164200	1.9338E+07	2.2531E+07	1.5044E+07	1.2258E+07	25
Ga0196617_10001776	2527600	2989100	5691100	2202300	1926000	2252500	1785900	1744900	3875100	2418400	2378900	2188300	2506700	0	0	6270000	4123000	3263600	2788900	2571800	3403600	1514100	1950100	0	6
Ga0196617_10001777	5915600	5581300	5523800	6718600	1.2812E+07	1.1889E+07	4831500	1.0872E+07	6314300	5791600	3233100	5882100	0	4876700	3980200	6924700	3301800	9276100	3757600	3845000	1.0145E+07	4009200	5203100	3131300	14
Ga0196617_10001779	3719200	1827000	6071600	5252400	4674800	4613600	5818400	5243900	4490600	6850900	0	6749500	6062800	6167500	2115300	7253700	2102000	6328200	4142500	4272600	6579000	6383700	6552000	4998300	5
Ga0196617_1000178	1.1155E+07	2.2589E+07	2.6656E+07	2.7612E+07	1.602E+07	3.0244E+07	8040300	1.492E+07	2.3588E+07	1.386E+07	1.3912E+07	1.2596E+07	7199500	1.0856E+07	4996300	1.5361E+07	8508900	8660100	1.6796E+07	1.0077E+07	2.3581E+07	7646700	7785900	8166300	20
Ga0196617_10001780	1.0199E+07	1.5101E+07	1.4907E+07	1.6413E+07	1.874E+07	1.5884E+07	2.4513E+07	1.2556E+07	1.31E+07	2.1176E+07	2.6575E+07	2.4174E+07	2.5036E+07	2.6903E+07	1.7708E+07	2.7651E+07	2.2742E+07	3.1022E+07	3.3026E+07	2.2181E+07	7.3838E+07	3.5988E+07	2.4885E+07	2.9625E+07	25
Ga0196617_10001782	2.9123E+07	2.899E+07	5.5408E+07	5.3994E+07	3.7864E+07	6.3971E+07	3.9619E+07	3.6597E+07	4.5959E+07	4.672E+07	3.0863E+07	2.0134E+07	3.4614E+07	2.5115E+07	1.9916E+07	3.8329E+07	2.9971E+07	3.3205E+07	3.2388E+07	2.1427E+07	3.8496E+07	1.9761E+07	2.1075E+07	2.2342E+07	39
Ga0196617_10001783	4136300	2420000	2730100	4164300	7614600	4246200	5093600	6676500	1213800	2656300	4976100	7475400	4546300	6210400	3038500	5798100	1916200	0	4281500	0	2333000	3875600	5718200	4831000	5
Ga0196617_10001791	1.8381E+08	1.9739E+08	3.0767E+08	1.6312E+08	2.7416E+08	1.8786E+08	9.6517E+08	5.8039E+08	4.8693E+08	6.1865E+08	7.3274E+08	1.3798E+09	9.7603E+08	6.6025E+08	4.491E+08	1.5161E+09	6.8843E+08	5.1728E+08	6.8784E+08	8.7093E+08	1.6905E+09	1.3518E+09	9.5011E+08	1.0915E+09	26
Ga0196617_10001794	1066000	999150	897270	1230600	852120	1708800	783380	0	0	758950	0	1010600	0	0	0	0	0	0	0	0	0	905300	0	1107800	5
Ga0196617_10001798	0	1115100	1643400	2388300	1688600	2320900	3527100	3415300	2304200	819800	0	0	1925300	0	0	2391900	1650700	1148800	2715100	0	0	1191700	0	0	6
Ga0196617_10001799	2.9758E+07	3.7628E+07	4.2784E+07	5.0455E+07	3.6198E+07	5.8021E+07	2.4931E+07	3.7196E+07	3.3653E+07	3.0403E+07	2.9513E+07	3.0589E+07	1.7621E+07	2.0461E+07	1.2145E+07	3.905E+07	2.0138E+07	2.7409E+07	3.4395E+07	2.3077E+07	3.8891E+07	2.4318E+07	1.9225E+07	1.6427E+07	29
Ga0196617_10001810	2.2271E+07	2.1121E+07	3.5684E+07	1.7519E+07	2.2337E+07	1.4262E+07	1.917E+07	2.6491E+07	2.2163E+07	9868200	2.3514E+07	3.1813E+07	3.9794E+07	4.8575E+07	4.197E+07	5.2668E+07	4.5675E+07	5.3907E+07	6.4716E+07	1.2262E+08	3479100	3.8341E+07	9.4465E+07	8.2466E+07	18
Ga0196617_100018100	2309600	2974200	2267800	3136500	1584300	0	2995900	0	2325300	1958600	1854500	6766100	1876000	6139800	1730900	4891000	7805600	3770500	5267600	5973100	2244300	1.3005E+07	5816300	9142100	14
Ga0196617_100018103	0	1750100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_100018104	3.15E+07	3.2952E+07	3.0574E+07	2.1885E+07	2.3665E+07	3.2819E+07	3.4093E+07	2.6604E+07	3.2698E+07	3.2481E+07	4.1776E+07	4.085E+07	4.8386E+07	9.3681E+07	1.1342E+08	9.1692E+07	8.9428E+07	6.6963E+07	1.1606E+08	1.2735E+08	4880100	3.4321E+07	1.1817E+08	1.0673E+08	32
Ga0196617_100018105	2.7223E+07	3.0022E+07	3.5735E+07	2.8435E+07	2.8265E+07	3.6722E+07	1.3981E+07	1.8072E+07	1.5251E+07	1.3662E+07	2.0894E+07	2.5359E+07	2.4054E+07	6.0747E+07	2.5305E+07	6.9247E+07	6.2455E+07	2.4413E+07	5.892E+07	2.5769E+07	7.7958E+07	8.5392E+07	5.2417E+07	4.8359E+07	13
Ga0196617_100018106	1132900	1465000	1298200	1018700	0	1120500	906510	0	1505700	2168100	2306500	1294900	1415200	2247500	2019000	826880	1359600	0	4278800	1.2868E+07	0	836510	2261700	1266500	3
Ga0196617_100018107	4121500	9383100	6735800	4742700	3701200	4813000	3766700	3855400	5587300	3373800	2745400	3083100	1785400	7020100	8346500	5870700	9864200	6672400	4392200	6371500	2085500	4710900	6356700	1.5081E+07	12
Ga0196617_100018109	3103700	1.2508E+07	8732900	2467800	2320000	1845900	2065600	1242500	583520	2143300	1672000	2158600	2813400	1965400	0	6560300	3825100	2189600	3235600	2534900	1752300	1659600	1265600	2157300	21
Ga0196617_10001811	4143600	5016600	2576500	2999300	5447800	4774800	3591900	2479100	2635600	4918800	4557500	5523300	3244600	6119800	2620300	8956200	5253100	7004200	7131800	1.0156E+07	4269000	8035600	9878300	1.3506E+07	5
Ga0196617_100018111	3321800	7068700	7682800	2068600	2384400	2038000	2899300	5900200	4043600	2304100	3655100	4900500	3610600	3288000	8412500	7198700	8569300	3918400	8631600	2.1175E+07	0	2362900	1.0411E+07	1.7308E+07	6
Ga0196617_100018112	4221800	4936700	1.1089E+07	3098600	1.019E+07	0	5046100	4224200	4749700	4481600	1876100	3824500	0	0	0	1.0311E+07	8641300	1.0432E+07	1.6458E+07	1.2133E+07	0	1962700	0	6811000	4
Ga0196617_100018115	1.5536E+07	2.0934E+07	2.3566E+07	9940900	2.49E+07	1.2746E+07	2.0997E+07	1.5602E+07	2.2267E+07	1.6876E+07	2.4789E+07	2.5878E+07	2.7897E+07	2.0857E+07	1.4062E+07	2.1315E+07	3.52E+07	3.7836E+07	2.9513E+07	4.6016E+07	9575300	1.8183E+07	2.4343E+07	2.8169E+07	23
