ORF,protein,protein_corrected,RNA,protein2RNA,protein2RNA_corrected
IPI00927975.1;IPI00124444.1;IPI00661241.1;IPI00928462.1;,253447.64,451601.59,23.57,10752.9758167162,19160.0165464574
IPI00515393.3;IPI00124520.1,253322.25,451476.93,80.6,3142.955955335,5601.4507444169
IPI00848970.1;IPI00461730.3,253050.52,451206.71,27.26,9282.8510638298,16551.9702861335
IPI00119696.1;IPI00665510.1;IPI00848467.1;IPI00856179.1;IPI00848448.1,252583.04,450741.52,14.66,17229.4024556617,30746.3519781719
IPI00653745.1;IPI00121974.1,252196.15,450356.24,7.1,35520.5845070423,63430.4563380282
IPI00133257.1;IPI00222348.3,251745.11,449906.75,,,
IPI00761937.1;IPI00407835.2,251246.93,449409.86,55.42,4533.5064958499,8109.163839769
IPI00269020.7,250164.23,448328.47,69.83,3582.4750107404,6420.2845481885
IPI00117281.2;IPI00660262.4;IPI00227783.3;IPI00463220.2,249639.24,447803.37,50.43,4950.2129684712,8879.7019631172
IPI00133126.1;IPI00881483.1,249178.98,447342.61,36.54,6819.3481116585,12242.5454296661
IPI00187402.1;IPI00651932.1,249161.79,447325.39,18.42,13526.6986970684,24284.7660152009
IPI00222461.4;IPI00399477.1,248542.71,446705.03,42.53,5843.9386315542,10503.2924994122
IPI00112004.1,248476.23,446638.37,80.78,3075.9622431295,5529.0711809854
IPI00111359.2;IPI00760002.1,248324.75,446486.45,20.07,12372.9322371699,22246.4598903837
IPI00221759.1,248061.06,446221.9,9.2,26963.1586956522,48502.3804347826
IPI00135189.3;,247524.25,445682.96,18.35,13489.0599455041,24287.8997275204
IPI00123891.3,247305.31,445463.01,45.02,5493.2321190582,9894.7803198578
IPI00119115.2;IPI00377443.3;IPI00108982.1;IPI00115417.1;IPI00742270.1,246072.25,444222.61,28.59,8606.9342427422,15537.6918502973
IPI00116748.1,245975.01,444124.67,44.9,5478.2853006682,9891.4180400891
IPI00222675.3;IPI00462142.1;IPI00474962.1,245537.87,443684.19,25.67,9565.1682898325,17284.1523178808
IPI00115056.1,244903.7,443044.56,33.04,7412.3395883777,13409.3389830508
IPI00620167.2;IPI00461806.1;IPI00677975.1;,244877,443017.62,38.95,6286.9576379974,11374.0082156611
IPI00655156.3;IPI00353887.4,244707.4,442846.42,14.01,17466.6238401142,31609.3090649536
IPI00128071.7;IPI00757596.3;IPI00663122.1;IPI00659170.1,244622.28,442760.49,41.65,5873.2840336135,10630.5039615846
IPI00230349.9,244430.58,442566.89,17.14,14260.8273045508,25820.7053675613
IPI00173157.4;IPI00828429.1,243795.4,441924.96,69.17,3524.5829116669,6388.9686280179
IPI00469323.1,243649.07,441776.97,64.06,3803.450983453,6896.2998751171
IPI00313275.7;IPI00849698.1,243644.3,441772.14,73.3,3323.9331514325,6026.905047749
IPI00310518.3;IPI00648479.2;IPI00890230.1;IPI00648435.1;IPI00648218.1,243335.37,441459.58,36.8,6612.3741847826,11996.1842391304
IPI00127941.1;IPI00856836.1;IPI00895097.1,243173.67,441295.9,71.69,3392.0165992468,6155.6130562143
IPI00480497.1;IPI00480235.1;IPI00265502.2,242268.09,440378.38,25.45,9519.3748526523,17303.6691552063
IPI00133136.1;IPI00649662.1;IPI00848926.1;IPI00112065.2;IPI00458631.3;IPI00649364.1,242225.83,440335.52,2.19,110605.401826484,201066.447488584
IPI00307963.3,241974.87,440080.97,15.66,15451.7796934866,28102.2330779055
IPI00137831.1,241949.46,440055.19,33.31,7263.5682978085,13210.9033323326
IPI00312018.6,241720.16,439822.49,37.66,6418.4853956453,11678.7703133298
IPI00377298.2,241423.88,439521.67,48.6,4967.5695473251,9043.6557613169
IPI00126253.1;IPI00882182.1;IPI00880251.1;IPI00880371.1,241286.74,439382.37,91.57,2634.9977066725,4798.3222671181
IPI00338854.3,241260.76,439355.98,40.29,5988.1052370315,10904.8394142467
IPI00124282.1,240473.17,438555.29,11.92,20173.9236577181,36791.5511744966
IPI00171974.1;IPI00753915.2;IPI00317752.2,240253.95,438332.22,54.89,4377.007651667,7985.6480233194
IPI00130186.4;IPI00845614.1,240096.68,438172.13,39.28,6112.4409368636,11155.0949592668
IPI00132448.1;IPI00880225.1;IPI00880947.1;IPI00881213.1,240040.95,438115.39,29.32,8186.9355388813,14942.5439972715
IPI00380195.1;IPI00655109.1,239706.44,437774.7,29.14,8226.0274536719,15023.1537405628
IPI00132481.3;IPI00776017.1;IPI00857984.1;IPI00310797.1,239449.73,437513.1,28.6,8372.3681818182,15297.6608391608
IPI00756424.3;,239044.32,437099.71,18.6,12851.8451612903,23499.9844086022
IPI00117168.3,238989.39,437043.68,26.14,9142.6698546289,16719.3450650344
IPI00133612.1,238983.13,437037.29,23.88,10007.668760469,18301.3940536013
IPI00121159.3;IPI00776077.1,238279.36,436318.86,10.4,22911.4769230769,41953.7365384615
IPI00470003.3;IPI00856310.1;IPI00856132.1;IPI00857583.1,238276.27,436315.71,56.6,4209.8280918728,7708.7581272085
IPI00420949.3;IPI00850525.1,237648.58,435674.14,21.76,10921.3501838235,20021.7895220588
IPI00342766.9;IPI00896020.1;IPI00649131.6;IPI00649600.1;IPI00649004.1;IPI00649203.2;IPI00648970.3;IPI00648700.2,237506.05,435528.36,32.61,7283.2275375652,13355.6688132475
IPI00120572.3;IPI00420243.2;IPI00458618.1,237476.31,435497.94,32.81,7237.9247180738,13273.3294727217
IPI00126892.12,237228.88,435244.75,25.3,9376.6355731225,17203.3498023715
IPI00283671.4;IPI00830185.1;IPI00469107.1;IPI00664252.1;IPI00669867.1;IPI00120174.1;IPI00849195.1;IPI00831485.1;IPI00471466.1;IPI00471467.1;IPI00831376.1,237062.38,435074.31,,,
IPI00622833.2;IPI00622606.1;IPI00408626.4;IPI00625441.3;IPI00473743.5;IPI00881225.1;IPI00882249.1;IPI00880888.1;IPI00880327.1,236962.92,434972.48,20.76,11414.3988439306,20952.4315992293
IPI00330057.4,235882.56,433865.07,56.49,4175.6516197557,7680.3871481678
IPI00808098.1;IPI00311445.5;IPI00407312.3;IPI00808433.1;IPI00895519.1;IPI00895105.1,235879.4,433861.82,26.47,8911.1975821685,16390.6996599924
IPI00130018.1;IPI00400117.1;IPI00831119.1;IPI00831019.1,235099.76,433061.27,13.72,17135.5510204082,31564.2325072886
IPI00270877.5;IPI00473685.3,235024.8,432984.23,15.64,15027.1611253197,27684.4136828644
IPI00331188.1;IPI00918197.1;IPI00918298.1,234868.43,432823.5,7.63,30782.2319790301,56726.5399737877
IPI00130591.2;IPI00555078.1;IPI00403996.2;IPI00776384.1,234421.59,432363.95,23.45,9996.6562899787,18437.6950959488
IPI00623284.4;IPI00459636.1;IPI00653335.1,234196.2,432131.99,31.41,7456.1031518625,13757.7838268068
IPI00604945.2;IPI00762185.2,234143,432077.23,6.85,34181.4598540146,63076.9678832117
IPI00124752.1;IPI00849056.1;IPI00850857.1,233913.01,431840.42,27.3,8568.2421245421,15818.3304029304
IPI00309183.3;IPI00314275.1;IPI00918122.1;IPI00919154.1,233631.19,431550.1,42.04,5557.3546622265,10265.2259752617
IPI00133581.1;IPI00480496.1,232381.75,430261.11,51.32,4528.0933359314,8383.8875681995
IPI00396797.2;IPI00653307.1;IPI00405364.2;IPI00170041.2,232038.29,429906.24,22.63,10253.5700397702,18997.1825011047
IPI00874728.1;IPI00227918.2,231994.97,429861.47,,,
IPI00112043.2;IPI00828854.1;IPI00894613.1;IPI00125605.1,231558.95,429410.59,7.28,31807.5480769231,58984.9711538462
IPI00467796.5;IPI00480341.3;IPI00116793.3,231190.34,429029.13,,,
IPI00330729.4;IPI00467055.3,230966.96,428797.83,37.47,6164.0501734721,11443.7638110488
IPI00266463.5;IPI00761620.1;IPI00224645.1;IPI00224644.1,230724.81,428546.98,53.13,4342.6465273857,8066.0075287032
IPI00222632.3;IPI00886032.1,230052.9,427850.33,34.72,6625.9475806452,12322.8781682028
IPI00228879.7;IPI00669631.2;IPI00624005.4;IPI00673562.1,229933.28,427726.21,11.02,20865.0889292196,38813.6306715064
IPI00750595.2,229325.3,427094.93,37.66,6089.3600637281,11340.8106744557
IPI00117041.1;IPI00114492.2;IPI00515173.1;IPI00126303.28;IPI00471448.1;IPI00919297.1,229083.01,426843.14,,,
IPI00225254.6;IPI00874889.1,228399.62,426132.34,28.02,8151.306923626,15208.1491791577
IPI00308086.2;IPI00857881.1,228220.52,425945.9,21.65,10541.3635103926,19674.1755196305
IPI00123878.4;IPI00856805.1;IPI00553461.1,228094.98,425815.17,45.31,5034.0979916133,9397.8188037961
IPI00555085.2,227789.17,425496.6,,,
IPI00169939.1;IPI00132756.1;IPI00473188.1;IPI00667510.3,227545.14,425242.26,21.27,10697.9379407616,19992.5839210155
IPI00124744.1,227159.01,424839.55,29.36,7737.0235013624,14470.0119209809
IPI00318778.1;IPI00877323.1;IPI00831194.1;IPI00831291.1,227002.78,424676.53,20.47,11089.5349291646,20746.288715193
IPI00134346.1,226865.55,424533.3,10.18,22285.4174852652,41702.6817288802
IPI00416279.3,226031.74,423662.16,19.91,11352.6740331492,21278.8628829734
IPI00828338.1;IPI00649955.1;IPI00345772.3;IPI00757267.1;IPI00882042.1,225790.11,423409.45,33.37,6766.2604135451,12688.3263410249
IPI00227808.3;IPI00187275.2;IPI00911127.1;IPI00661702.2;IPI00458140.4;IPI00406424.1;IPI00379353.2;IPI00911128.1,225753.66,423371.32,49.13,4595.0266639528,8617.3686138815
IPI00165694.1,225598.63,423209.11,,,
IPI00132340.1;IPI00757530.1,225464,423068.2,51.33,4392.4410676018,8242.1235145139
IPI00135214.1;IPI00553786.1,225443.11,423046.33,,,
IPI00458949.2;IPI00885524.1;IPI00885454.1,224593.79,422156.51,17.8,12617.6286516854,23716.6578651685
IPI00322150.8,224524.69,422084.05,30.09,7461.7710202725,14027.3861748089
IPI00331528.9,224243.54,421789.12,23.4,9583.0572649573,18025.1760683761
IPI00311453.5,224126.08,421665.86,52.27,4287.853070595,8067.0721255022
IPI00123842.1,223562.79,421074.34,,,
IPI00408119.6;IPI00848818.1;IPI00473748.5,223039.81,420524.56,25.15,8868.3821073559,16720.6584493042
IPI00229721.3;IPI00653723.1;IPI00895981.1,222855.57,420330.74,68.66,3245.784590737,6121.9158170696
IPI00133270.1,222699.64,420166.65,35.21,6324.897472309,11933.1624538483
IPI00123264.3;IPI00857081.1,222591.62,420052.95,45.07,4938.79786998,9320.0122032394
IPI00880411.1;IPI00404630.1;IPI00882000.1;IPI00130013.3;IPI00882228.1;IPI00885941.1;IPI00881553.1,222310.14,419756.54,26.93,8255.1110285927,15586.9491273672
IPI00122418.1;IPI00752942.1;IPI00649422.1,221805.18,419224.4,23.04,9626.9609375,18195.5034722222
IPI00316736.1,221789.9,419208.29,29.49,7520.8511359783,14215.2692438115
IPI00131309.1;IPI00122232.1;IPI00850839.1,221769.47,419186.74,52.04,4261.5194081476,8055.0872405842
IPI00222447.1;IPI00648303.2,221674.73,419086.84,21.89,10126.7578803106,19145.1274554591
IPI00136253.3,221553.45,418958.91,17.7,12517.1440677966,23669.9949152542
IPI00944067.1;IPI00120212.1,221531.21,418935.45,43.29,5117.3760683761,9677.4185724186
IPI00880407.1;IPI00139378.1;IPI00881086.1;IPI00880806.1,221075.6,418454.59,10.16,21759.4094488189,41186.4753937008
IPI00132322.5;,221036.68,418413.49,11.93,18527.8021793797,35072.3797150042
IPI00471361.3,220965.67,418338.5,45.68,4837.2519702277,9158.0232049037
IPI00108410.1;,220246.49,417578.39,23.24,9477.0434595525,17968.089070568
IPI00406371.3;IPI00755549.2;IPI00278312.6;IPI00856468.1;IPI00857387.1,220203.76,417533.2,14.85,14828.536026936,28116.7138047138
IPI00138238.1,219408.47,416691.3,52.12,4209.679009977,7994.8445894091
IPI00759876.2;IPI00132076.1;IPI00858230.1,219006.13,416264.87,34.01,6439.4628050573,12239.4845633637
IPI00119806.6;IPI00845539.1;IPI00882375.1;IPI00881863.1;IPI00881409.1,218812.42,416059.44,20.16,10853.7906746032,20637.869047619
IPI00119813.3,218751.42,415994.73,,,
IPI00453821.2,218746.37,415989.37,24.58,8899.3641171684,16923.8962571196
IPI00169979.2;IPI00882339.1;IPI00828711.2;IPI00875352.1;IPI00319347.3,218401.09,415622.95,16.67,13101.4451109778,24932.3905218956
IPI00108143.1,218247.24,415459.59,42.45,5141.2777385159,9787.0339222615
IPI00459279.2;IPI00881473.1;IPI00882330.1;IPI00881737.1,218157.46,415364.24,20.35,10720.2683046683,20411.0191646192
IPI00131204.1;,217811.2,414996.34,8.64,25209.6296296296,48031.9837962963
IPI00127691.1;IPI00752835.1;IPI00754965.1,217534.66,414702.33,13.13,16567.7578065499,31584.3358720487
IPI00653921.2;IPI00308324.2;IPI00271835.2,216687.29,413800.39,36.45,5944.7816186557,11352.5484224966
IPI00120709.1,216321.29,413410.34,22.92,9438.1016579407,18037.1003490401
IPI00320241.1,216171.34,413250.46,16.33,13237.6815676669,25306.2131047152
IPI00649972.1;IPI00132167.1;IPI00648127.1;IPI00283830.1;IPI00880830.1;IPI00880993.1,215937.82,413001.36,25.44,8488.1218553459,16234.3301886792
IPI00408796.3;IPI00457731.1;,215884.03,412943.97,25.02,8628.4584332534,16504.5551558753
IPI00114380.1,215823.73,412879.62,22.34,9660.8652641003,18481.630259624
IPI00136498.1;IPI00344142.4;IPI00136496.1;IPI00676177.2;IPI00875667.1,215691.53,412738.52,13.42,16072.3941877794,30755.478390462
IPI00469218.1;IPI00876139.1,215596.93,412637.53,212.13,1016.3434214868,1945.2106255598
IPI00136098.4,215358.68,412383.09,10.12,21280.5019762846,40749.3171936759
IPI00314240.5;IPI00954313.1;IPI00954304.1;IPI00954302.1,214873.39,411864.43,277.76,773.5937139977,1482.8068476383
IPI00407571.2;IPI00874408.1;IPI00652593.2;IPI00776286.3,214355.19,411310.04,105.04,2040.7005902513,3915.7467631379
IPI00265386.5;IPI00761513.1;IPI00918561.1;IPI00918624.1;IPI00918709.1;IPI00919117.1;IPI00918475.1,213755.95,410668.2,13.09,16329.7135217723,31372.666157372
IPI00421085.1,213497.11,410390.72,11.2,19062.2419642857,36642.0285714286
IPI00410883.1,213097.63,409962.17,,,
IPI00330862.5;IPI00761216.1,212984.95,409841.22,19.1,11151.0445026178,21457.6554973822
IPI00420546.4;IPI00875360.1,212784.21,409625.69,56.59,3760.102668316,7238.4818872592
IPI00153660.4,212762.48,409602.36,7.53,28255.3094289509,54396.0637450199
IPI00275050.2;IPI00402997.3,212621.78,409451.23,12.22,17399.4909983633,33506.647299509
IPI00656325.2;IPI00876255.1;IPI00752026.1,212454.02,409270.98,23.08,9205.1135181976,17732.7114384749
IPI00471325.2,211653.7,408410.2,93.44,2265.129494863,4370.8283390411
IPI00109824.1,210608.7,407284.09,56.98,3696.1863811864,7147.8429273429
IPI00112963.1,209594.57,406188.88,62.84,3335.3687141948,6463.8586887333
IPI00132334.4;IPI00776130.1;IPI00850252.1;IPI00652117.1;IPI00131604.1,209289.3,405858.74,6.57,31855.296803653,61774.5418569254
IPI00221798.1;IPI00894746.1;IPI00895423.1;IPI00894638.1,209256.63,405823.4,41.95,4988.2390941597,9673.978545888
IPI00308691.1;IPI00884508.1,208913.09,405451.6,50.45,4140.992864222,8036.7016848365
IPI00323179.3;IPI00886245.1,207937.93,404394.74,25.44,8173.6607704403,15896.0196540881
IPI00312101.1;IPI00466258.2;IPI00406812.2;IPI00153932.1;IPI00405001.2;IPI00312105.3;IPI00885294.1;IPI00153931.1;IPI00468129.2;IPI00889945.1;IPI00885364.1,207347.17,403753.41,30.8,6732.050974026,13108.8769480519
IPI00134961.1;IPI00895545.1,207084.3,403467.79,,,
IPI00123602.2,206864.01,403228.3,20.57,10056.5877491492,19602.7369956247
IPI00125481.1;IPI00757072.2;IPI00654147.2;IPI00762117.2;IPI00955151.1,206651.71,402997.4,8.15,25356.0380368098,49447.5337423313
IPI00112227.1;IPI00894982.1,206546.51,402882.94,37.16,5558.3022066739,10841.8444564047
IPI00135197.5,206182.09,402486.25,,,
IPI00135743.3;IPI00844662.1;IPI00857078.1;IPI00314954.5;IPI00857258.1;IPI00857338.1,205591.24,401842.42,177.08,1161.0076801446,2269.2704992094
IPI00133700.2,204867.89,401053.09,14.71,13927.1169272604,27263.9762066621
IPI00110207.1,204428.5,400573.02,10.26,19924.8050682261,39042.2046783626
IPI00133070.1,203469.91,399524.1,,,
IPI00177205.1;IPI00753529.1,203443.27,399494.91,26.56,7659.7616716868,15041.2240210843
IPI00108206.1;IPI00224370.4;IPI00752400.3;IPI00463000.1;IPI00855106.1,202942.64,398946.21,,,
IPI00137336.1,202897.56,398896.77,176.94,1146.7026110546,2254.4182773822
IPI00222307.1;IPI00410800.1,202774.28,398761.54,28.55,7102.426619965,13967.1292469352
IPI00169998.2;IPI00314191.6;IPI00380068.3,202744.29,398728.64,12.53,16180.7094972067,31821.9185953711
IPI00120283.1,202684.96,398663.55,135.92,1491.2077692761,2933.0749705709
IPI00124819.1;IPI00882179.1,202644.77,398619.45,52.82,3836.515903067,7546.7521772056
IPI00109415.1,202101.4,398022.83,46.06,4387.7854971776,8641.3988276162
IPI00316133.7;IPI00882041.1;IPI00132574.1;IPI00469902.3,201763.16,397651.09,27.53,7328.8470759172,14444.282237559
IPI00828495.3;IPI00127820.1;IPI00831167.1,201560.51,397428.23,,,
IPI00127554.1,200662.05,396438.99,60.19,3333.8104336269,6586.4593786343
IPI00944194.1;IPI00122493.1;IPI00944068.1;IPI00649281.1;IPI00881507.1,200261.12,395996.92,63.41,3158.1946065289,6245.0231824633
IPI00461969.2;IPI00654068.1,199693.38,395370.26,43.7,4569.6425629291,9047.3743707094
IPI00116450.1;IPI00229489.1;IPI00229488.1,199524.03,395183.18,22.75,8770.287032967,17370.6892307692
IPI00121203.1,199373.77,395017.13,54.8,3638.2074817518,7208.3417883212
IPI00229218.5,198880.15,394471.25,22.15,8978.7878103838,17809.085778781
IPI00875610.1;IPI00918397.1;IPI00678265.2;IPI00918269.1,198344.77,393878.51,13.34,14868.4235382309,29526.1251874063
IPI00468674.5;IPI00126090.3;IPI00648237.1;IPI00894660.1,197755.86,393225.68,89.07,2220.2297069721,4414.7937577187
IPI00828620.1;IPI00828610.1;IPI00761759.1,197633.92,393090.4,,,
IPI00117178.1;IPI00880643.1,197156.74,392560.66,44.73,4407.707131679,8776.2275877487
IPI00132415.1,197105.24,392503.45,,,
IPI00230277.3;IPI00750828.1;IPI00654328.2;IPI00122366.2;IPI00405984.1;IPI00918556.1,195818.55,391072.03,43.26,4526.5499306519,9040.0376791493
IPI00122633.3,195698.63,390938.41,4.25,46046.7364705882,91985.5082352941
IPI00169546.1;IPI00848841.1,194173.08,389235.4,17,11421.9458823529,22896.2
IPI00133591.1,193938.32,388972.81,58.58,3310.657562308,6640.0274837829
IPI00222731.2;IPI00124778.1;IPI00648827.1;IPI00649474.1;IPI00459465.1;,193834.36,388856.48,,,
IPI00315808.3,193659.09,388660.29,,,
IPI00133008.1,193503.85,388486.46,49.03,3946.6418519274,7923.4440138691
IPI00756238.2;IPI00125147.4,193251.94,388204.25,1.88,102793.585106383,206491.622340426
IPI00263048.2,193246.51,388198.16,37,5222.8786486487,10491.8421621622
IPI00284595.8,192548.79,387415.65,45.58,4224.4139973673,8499.6851689338
IPI00761650.1;IPI00113287.1;IPI00654099.1,192088.33,386898.55,11.02,17430.8829401089,35108.7613430127
IPI00379513.6;IPI00754013.2;IPI00758406.1;IPI00754937.2,192080.11,386889.31,16.82,11419.7449464923,23001.742568371
IPI00221694.1;IPI00410755.1,191678.39,386437.72,75.71,2531.7446836613,5104.183331132
IPI00120264.1;IPI00889294.1;IPI00648089.1,191639.62,386394.11,11.94,16050.2194304858,32361.3157453936
IPI00331332.6;IPI00880753.1,191106.86,385794.51,53.35,3582.13420806,7231.3872539831
IPI00849271.1;IPI00123712.1,190806.75,385456.42,,,
IPI00112346.1;IPI00828805.2;IPI00816843.1;IPI00331732.9;IPI00830415.1,190467.2,385073.62,20.41,9332.0529152376,18866.9093581578
IPI00228113.5;IPI00875833.2,190346.79,384937.8,,,
IPI00169925.2;IPI00845716.1,190313.72,384900.49,25.61,7431.2268645061,15029.3045685279
IPI00318935.2;IPI00462115.3;IPI00919281.1;IPI00919046.1,190026.69,384576.54,49.16,3865.4737591538,7822.9564686737
IPI00135660.5,189928.63,384465.82,15.82,12005.6024020228,24302.5170670038
IPI00896727.1;IPI00885943.1,189882.88,384414.16,8.07,23529.4770755886,47634.9640644362
IPI00128230.1,189608.97,384104.72,52.97,3579.5538984331,7251.3634132528
IPI00265705.2;IPI00274639.4;IPI00607999.1,189491.25,383971.66,18.38,10309.6436343852,20890.7323177367
IPI00226958.3;IPI00886162.1;IPI00885591.1,189389.85,383857.03,61.6,3074.5105519481,6231.4452922078
IPI00116668.2;IPI00857189.1;IPI00857352.1,189245.79,383694.12,69.4,2726.8845821326,5528.7337175793
IPI00943394.1;IPI00110315.1;IPI00881273.1;IPI00880916.1,189228.12,383674.13,34.2,5532.9859649123,11218.5418128655
IPI00124240.1;IPI00225350.1;IPI00109650.3;IPI00830384.1,189046.24,383468.37,,,
IPI00139994.1;,188880.12,383280.35,41.82,4516.5021520804,9165.0011956002
IPI00173343.3;IPI00457596.1,188851.93,383248.44,34.07,5543.0563545641,11248.8535368359
IPI00224219.1;IPI00457668.1;IPI00457667.1;IPI00460705.1,188225.6,382538.86,16.91,11131.0230632762,22622.0496747487
IPI00458056.3,188073.71,382366.63,41.86,4492.9218824654,9134.4154323937
IPI00387361.1;IPI00876434.1,187923.04,382195.71,121.26,1549.7529275936,3151.8696190005
IPI00139168.2,187881.49,382148.57,36.57,5137.5851791086,10449.783155592
IPI00130381.1;IPI00277446.5,187605.87,381835.73,51.72,3627.3370069606,7382.748066512
IPI00380281.4;IPI00918427.1;IPI00918209.1;,187117.64,381281.08,41.02,4561.6196977084,9295.0043881034
IPI00465884.7;IPI00118766.6,186884.67,381016.18,,,
IPI00221540.1,186243.87,380286.83,9.15,20354.5213114754,41561.4021857924
IPI00124248.1;IPI00117947.1,186217.39,380256.66,47.71,3903.1102494236,7970.1668413331
IPI00162781.2;IPI00880335.1;IPI00880903.1;IPI00751254.1,185649.27,379609.06,63.06,2944.0099904853,6019.807484935
IPI00131915.2,185386.44,379309.16,12.65,14655.0545454545,29984.9138339921
IPI00115949.1;IPI00930806.1;IPI00120136.1,185125.01,379010.67,,,
IPI00111117.5,185008.79,378877.92,19.82,9334.4495459132,19115.9394550959
IPI00889924.1;IPI00135068.1,184846.66,378692.66,23.38,7906.1873396065,16197.2908468777
IPI00115824.1;IPI00515227.1,184576.58,378383.9,9.56,19307.1736401674,39579.9058577406
IPI00121149.1;IPI00755120.2;IPI00230457.1;IPI00230458.3;IPI00230459.1;IPI00230461.1;IPI00230462.1;IPI00230463.1;IPI00230464.1;IPI00230465.1;IPI00226199.1;IPI00226200.1;IPI00226201.1;IPI00625465.2,184414.34,378198.32,44.46,4147.8708951867,8506.4849302744
